Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Mayotte,MYT,55.9545853659,56.859097561,57.7182439024,58.5376097561,59.3227317073,60.0761463415,60.7998292683,61.4937317073,62.1582926829,62.7964878049,63.4113170732,64.0022682927,64.5703658537,65.1175853659,65.6459268293,66.1563902439,66.6494634146,67.1266585366,67.5884634146,68.0363902439,68.4713902439,68.8934878049,69.3041707317,69.7034146341,70.0922439024,70.4711219512,70.8415853659,71.2026097561,71.5557073171,71.9013658537,72.240097561,72.5713902439,72.8967317073,73.2151219512,73.5280731707,73.8355853659,74.1376341463,74.4332439024,74.724902439,75.0111219512,75.2959268293,75.5823170732,75.8708292683,76.1594146341,76.4415121951,76.7090487805,76.9493902439,77.1559756098,77.3262926829,77.462804878
Mexico,MEX,57.0351219512,57.6296829268,58.1572926829,58.6219512195,59.0366097561,59.4147317073,59.7742195122,60.1305121951,60.5005365854,60.8957804878,61.3266585366,61.7976341463,62.3012439024,62.8285853659,63.3737560976,63.9288536585,64.4854878049,65.033804878,65.5673902439,66.0808536585,66.5718536585,67.0399512195,67.491097561,67.9302439024,68.3588780488,68.778902439,69.1917073171,69.5982195122,69.9993170732,70.3959512195,70.791097561,71.1863414634,71.5817073171,71.974195122,72.3622195122,72.7376341463,73.0942926829,73.4260487805,73.7318780488,74.0132439024,74.2742439024,74.5204634146,74.7620731707,75.0047317073,75.25,75.498902439,75.7499756098,75.9971463415,76.2363414634,76.4655609756
"Micronesia, Fed. Sts.",FSM,57.5865853659,57.9855853659,58.3835853659,58.7815853659,59.1795853659,59.5785853659,59.9815853659,60.3875853659,60.7975853659,61.2115853659,61.6335853659,62.0705853659,62.5205853659,62.9755853659,63.4265853659,63.8545853659,64.2395853659,64.5675853659,64.8335853659,65.0365853659,65.1835853659,65.2895853659,65.3735853659,65.4535853659,65.5395853659,65.6365853659,65.7455853659,65.8585853659,65.9725853659,66.0845853659,66.1975853659,66.3101219512,66.4226585366,66.5357073171,66.6482439024,66.7597560976,66.8677073171,66.9716097561,67.072902439,67.1726341463,67.2737317073,67.3792682927,67.4937317073,67.6171463415,67.7525121951,67.8998536585,68.0591707317,68.2274878049,68.4027560976,68.5830487805
Moldova,MDA,61.8030243902,62.1663414634,62.5347560976,62.9067073171,63.2756341463,63.6314390244,63.9605853659,64.2495365854,64.4922926829,64.6848536585,64.825195122,64.9178536585,64.9733658537,65.003804878,65.0157317073,65.0076829268,64.973804878,64.9165609756,64.8479756098,64.7855365854,64.7687073171,64.8414634146,65.0227073171,65.3133414634,65.6957804878,66.1324390244,66.5687073171,66.949097561,67.2321219512,67.3992926829,67.4436829268,67.3723902439,67.2274878049,67.0511219512,66.8693902439,66.7158780488,66.6181219512,66.5851463415,66.6219268293,66.7269756098,66.8882682927,67.0808292683,67.2790731707,67.4624634146,67.6264634146,67.7795365854,67.9386829268,68.123902439,68.3486585366,68.6114390244
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,48.6804390244,49.6091463415,50.5082439024,51.3525121951,52.1263170732,52.8291463415,53.474097561,54.082902439,54.6687560976,55.2267073171,55.7422682927,56.1934390244,56.5631707317,56.8453902439,57.0445853659,57.1662926829,57.2229756098,57.2396585366,57.2453658537,57.2655853659,57.332902439,57.4783658537,57.709,58.0192439024,58.4,58.826,59.2624390244,59.6711707317,60.0257317073,60.3167560976,60.5382682927,60.6984146341,60.8246341463,60.9470243902,61.0843902439,61.2615609756,61.4990731707,61.8036097561,62.1757560976,62.6165121951,63.1213414634,63.6819756098,64.2769268293,64.8824390244,65.4808780488,66.0523658537,66.5792682927,67.0575609756,67.4862439024,67.8641219512
Montenegro,MNE,62.4055365854,62.8882682927,63.4125853659,63.984,64.6034878049,65.2685609756,65.9736341463,66.702195122,67.4377317073,68.1667804878,68.8773902439,69.5611463415,70.213097561,70.8292926829,71.3997804878,71.9150731707,72.3666585366,72.757,73.0890243902,73.369195122,73.6019756098,73.793902439,73.9569268293,74.1024634146,74.2423902439,74.3909756098,74.563,74.7598780488,74.9750731707,75.2006829268,75.4203170732,75.6126341463,75.7574390244,75.8410243902,75.8576341463,75.8041219512,75.6843170732,75.5166829268,75.3196585366,75.1070487805,74.8900243902,74.6751707317,74.4695853659,74.282902439,74.1264878049,74.0152682927,73.9623658537,73.9695365854,74.0335853659,74.1500731707
Morocco,MAR,46.6150731707,47.109097561,47.5995853659,48.0875121951,48.573902439,49.0587317073,49.5425365854,50.027804878,50.5155853659,51.0078536585,51.5046341463,52.0029268293,52.504195122,53.0134634146,53.5382439024,54.0935609756,54.6979268293,55.3593902439,56.0754390244,56.8390731707,57.6312439024,58.4294390244,59.2085853659,59.950195122,60.644195122,61.2901219512,61.8944634146,62.4732439024,63.04,63.5982439024,64.146,64.6802682927,65.1965853659,65.6904390244,66.1623414634,66.6133170732,67.0483658537,67.47,67.8811707317,68.283902439,68.6751463415,69.0548780488,69.4195853659,69.7672439024,70.0998780488,70.4174634146,70.7235365854,71.0191219512,71.3077560976,71.5894146341
Mozambique,MOZ,35.0037073171,35.4667560976,35.9122682927,36.3387804878,36.7487560976,37.1482195122,37.5436829268,37.9436829268,38.3536829268,38.7757317073,39.2158292683,39.6799756098,40.1611463415,40.6478780488,41.1261463415,41.575,41.9699756098,42.2955609756,42.5442682927,42.7135609756,42.805902439,42.8267317073,42.7990243902,42.7487073171,42.6967804878,42.6627317073,42.6620731707,42.7028292683,42.7945365854,42.9466829268,43.1762682927,43.4966829268,43.9004634146,44.3696341463,44.8847560976,45.4109512195,45.9108292683,46.3554878049,46.7275365854,47.0209756098,47.2378536585,47.3956585366,47.5267804878,47.6621219512,47.8196097561,48.0171463415,48.2651463415,48.5605853659,48.8983902439,49.2780243902
Myanmar,MMR,42.7107804878,43.3217317073,43.9551707317,44.6325609756,45.3634390244,46.1428292683,46.9522682927,47.758804878,48.5374146341,49.2781219512,49.9803902439,50.6556829268,51.3139268293,51.9601219512,52.5852439024,53.1732682927,53.7022439024,54.1567073171,54.5291463415,54.8216097561,55.0355853659,55.1745853659,55.264097561,55.3321219512,55.4036341463,55.5146585366,55.6961707317,55.962195122,56.3167073171,56.7567073171,57.2737073171,57.8447073171,58.4377317073,59.0207560976,59.5732926829,60.0783414634,60.5264146341,60.9234878049,61.2765853659,61.5871463415,61.8557073171,62.0837804878,62.2828292683,62.4668292683,62.6517073171,62.8588780488,63.1112195122,63.4181707317,63.7817560976,64.1995121951
Namibia,NAM,46.8803902439,47.499195122,48.101097561,48.6860731707,49.2571463415,49.8152682927,50.3649268293,50.9090243902,51.4495609756,51.9894878049,52.5273170732,53.0635609756,53.5962439024,54.1233902439,54.646,55.1675609756,55.6940731707,56.226,56.7603414634,57.2896341463,57.802902439,58.2871707317,58.7314878049,59.1283658537,59.4723414634,59.7694146341,60.0290487805,60.2602439024,60.466,60.6428780488,60.7774146341,60.8552195122,60.8613170732,60.7862439024,60.6280243902,60.3607317073,59.957902439,59.4344878049,58.8318536585,58.2058536585,57.6577317073,57.3012195122,57.2016585366,57.3889512195,57.8535853659,58.5441219512,59.3742682927,60.2232682927,60.9893414634,61.6185853659
Nepal,NPL,38.4940487805,38.8414634146,39.2014146341,39.5749268293,39.9640487805,40.3703902439,40.7950731707,41.2376097561,41.6975121951,42.1737317073,42.6666341463,43.175097561,43.6979512195,44.233097561,44.7784878049,45.3301219512,45.8885365854,46.4513658537,47.0167073171,47.5845853659,48.1546097561,48.7263170732,49.3022195122,49.8817317073,50.465804878,51.0498292683,51.6306341463,52.2066341463,52.7817317073,53.3614390244,53.9567317073,54.5807073171,55.2424878049,55.9456829268,56.6893658537,57.4686341463,58.2735121951,59.09,59.906097561,60.715804878,61.5216341463,62.3326097561,63.1536585366,63.9802926829,64.7989512195,65.5865853659,66.3151463415,66.966097561,67.5279512195,68.0016829268
Netherlands,NLD,73.3926829268,73.6526829268,73.323902439,73.3370731707,73.7041463415,73.5687804878,73.5129268293,73.8041463415,73.6126829268,73.5395121951,73.5856097561,73.8095121951,73.7270731707,74.143902439,74.5368292683,74.4987804878,74.6470731707,75.2214634146,75.1451219512,75.606097561,75.7431707317,75.9343902439,75.9885365854,76.1641463415,76.2331707317,76.2846341463,76.2704878049,76.7051219512,76.8902439024,76.7341463415,76.8780487805,77,77.2170731707,76.9165853659,77.3751219512,77.4046341463,77.4356097561,77.7943902439,77.8829268293,77.8365853659,77.987804878,78.1902439024,78.2926829268,78.4926829268,79.0951219512,79.3463414634,79.6975609756,80.0975609756,80.2512195122,80.5487804878
New Caledonia,NCL,58.6390243902,59.0390243902,59.4390243902,59.887804878,60.3365853659,60.7853658537,61.2341463415,61.6829268293,62.1317073171,62.5804878049,63.0292682927,63.4780487805,63.9268292683,64.3756097561,64.8243902439,65.2731707317,65.7219512195,66.1707317073,66.3036585366,66.4365853659,66.5695121951,66.7024390244,68.3170731707,68.4666666667,68.6162601626,68.7658536585,69.4134146341,70.0609756098,70.2024390244,70.343902439,70.4853658537,70.3585365854,71.512195122,71.656097561,70.6731707317,72.0097560976,71.9975609756,71.7390243902,74.3756097561,73.8756097561,74.9195121951,74.8317073171,75.1024390244,75.2707317073,75.5146341463,75.1682926829,76.4609756098,75.9463414634,76.1151219512,76.283902439
New Zealand,NZL,71.2365853659,70.9853658537,71.2317073171,71.2804878049,71.3292682927,71.2268292683,71.1243902439,71.4731707317,71.1243902439,71.4731707317,71.2731707317,71.7731707317,71.8292682927,71.6682926829,71.9243902439,72.2195121951,72.4219512195,72.1682926829,73.0195121951,73.0682926829,72.8292682927,73.6219512195,73.7243902439,73.7756097561,74.3707317073,73.8292682927,74.1219512195,74.1780487805,74.4243902439,74.8243902439,75.3780487805,76.0317073171,76.1243902439,76.4341463415,76.8829268293,76.7341463415,76.787804878,77.3341463415,78.0853658537,77.8902439024,78.6365853659,78.6926829268,78.8463414634,79.1463414634,79.5487804878,79.8512195122,80.0487804878,80.1512195122,80.3512195122,80.292195122
Nicaragua,NIC,46.9109512195,47.5733658537,48.2362439024,48.898097561,49.5589512195,50.2228536585,50.8933414634,51.569902439,52.2509512195,52.929902439,53.5980487805,54.2446585366,54.8616097561,55.4423414634,55.9833902439,56.4802926829,56.930195122,57.3408292683,57.7244390244,58.0932439024,58.4604390244,58.839097561,59.2408292683,59.6766097561,60.1555853659,60.6908536585,61.2935853659,61.9561707317,62.666,63.4078780488,64.1580243902,64.8876829268,65.5775609756,66.2114634146,66.7857073171,67.304195122,67.781902439,68.2414878049,68.7016585366,69.1685365854,69.6457317073,70.130902439,70.6141707317,71.0855853659,71.5397804878,71.972804878,72.379195122,72.7593902439,73.110804878,73.4344390244
Niger,NER,37.8972439024,37.9237073171,37.9491707317,37.9746341463,38.0026097561,38.0335853659,38.0695609756,38.1120487805,38.1610487805,38.2185365854,38.2870487805,38.3670487805,38.4605365854,38.5650243902,38.6809756098,38.8074146341,38.9433170732,39.0861707317,39.234,39.384804878,39.5295853659,39.6613902439,39.7782195122,39.8870731707,39.996,40.1184390244,40.2694146341,40.4634146341,40.715902439,41.0353902439,41.4328536585,41.9133170732,42.4687560976,43.088195122,43.7621219512,44.4775121951,45.2253414634,45.9906097561,46.7603414634,47.5220243902,48.2666829268,48.9908292683,49.6960243902,50.3822682927,51.0435609756,51.672902439,52.2652682927,52.8181463415,53.3344878049,53.8158292683
Nigeria,NGA,38.4964878049,38.8726097561,39.2456829268,39.6162439024,39.9862926829,40.3594390244,40.7417804878,41.1363658537,41.5412195122,41.9537804878,42.3694634146,42.7811219512,43.1811707317,43.5619756098,43.9185121951,44.2473170732,44.5479268293,44.8234634146,45.0735365854,45.2966341463,45.4882682927,45.643902439,45.7625121951,45.8440487805,45.8905365854,45.9040243902,45.8875609756,45.8466829268,45.7884146341,45.719804878,45.6373414634,45.5345365854,45.4153658537,45.2902682927,45.1797317073,45.1157073171,45.1332195122,45.2537073171,45.4861463415,45.8295365854,46.2723170732,46.7914634146,47.3504878049,47.9163658537,48.4726097561,49.0047073171,49.5106585366,49.9994878049,50.4797317073,50.9494146341
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,73.5497560976,73.5504878049,73.4480487805,73.0775609756,73.5958536585,73.7231707317,73.9953658537,74.0665853659,73.9419512195,73.6634146341,74.0880487805,74.1792682927,74.3446341463,74.442195122,74.7536585366,74.8175609756,75.0395121951,75.3868292683,75.4185365854,75.413902439,75.6717073171,75.8690243902,76.0109756098,76.0668292683,76.2243902439,75.9168292683,76.2412195122,76.0817073171,76.2204878049,76.5004878049,76.5373170732,76.9807317073,77.1843902439,77.1517073171,77.6897560976,77.7365853659,78.1504878049,78.1426829268,78.3292682927,78.2829268293,78.6341463415,78.7853658537,78.987804878,79.3902439024,79.8414634146,80.0414634146,80.343902439,80.3951219512,80.5926829268,80.7951219512
Oman,OMN,42.2736097561,42.9303414634,43.6146097561,44.328902439,45.0767560976,45.8641707317,46.6986585366,47.5802439024,48.5074146341,49.4746829268,50.4735121951,51.4934146341,52.5243414634,53.5567804878,54.5852439024,55.6087073171,56.6297073171,57.6532195122,58.6852682927,59.7223414634,60.7683902439,61.8253902439,62.8887804878,63.9511219512,65.0034146341,66.0387317073,67.0516829268,68.031804878,68.9666341463,69.8407073171,70.6329512195,71.3212926829,71.9016585366,72.3749756098,72.7477317073,73.0430243902,73.2905365854,73.5148292683,73.730804878,73.9382682927,74.1102926829,74.2058536585,74.1956585366,74.0730731707,73.8551707317,73.5847073171,73.3175853659,73.1088780488,72.9986097561,73.004097561
Pakistan,PAK,46.6427560976,47.3273658537,48.004,48.6746585366,49.3373658537,49.9961219512,50.6504634146,51.3013658537,51.9462926829,52.5806829268,53.2014634146,53.8020487805,54.3793658537,54.9284146341,55.4466829268,55.9317073171,56.3830487805,56.8043170732,57.1975853659,57.5674146341,57.9148292683,58.2423658537,58.5519756098,58.8481463415,59.1338780488,59.4131707317,59.6880487805,59.961,60.2305121951,60.4990731707,60.767195122,61.0333414634,61.2950243902,61.5517317073,61.8019756098,62.0457317073,62.282,62.5123170732,62.7351707317,62.9525365854,63.1619512195,63.3623902439,63.5533658537,63.7388536585,63.920804878,64.1046829268,64.2974390244,64.5025365854,64.7219512195,64.9552195122
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0692682927,,,,,71.8446341463,,,,,70.4936585366,,,,,69.1292682927,,,,
Panama,PAN,60.7899756098,61.2834878049,61.7543902439,62.211195122,62.6613902439,63.1089512195,63.5538292683,63.994,64.4284390244,64.8606585366,65.2996097561,65.7527804878,66.2227073171,66.7094390244,67.2090243902,67.7130487805,68.2125609756,68.6956341463,69.1523170732,69.5761707317,69.9607073171,70.3029512195,70.6083414634,70.8833902439,71.1310731707,71.3569268293,71.5674390244,71.767097561,71.9614390244,72.1544634146,72.3481707317,72.541097561,72.7317560976,72.9176097561,73.1011219512,73.2832195122,73.4658536585,73.6514634146,73.84,74.030902439,74.2231463415,74.4137317073,74.5996585366,74.78,74.9542682927,75.1244878049,75.2922195122,75.4594878049,75.6293170732,75.8012439024
Papua New Guinea,PNG,38.4622439024,39.0595121951,39.7173902439,40.4378780488,41.2164878049,42.037195122,42.8795609756,43.7174878049,44.530902439,45.3082195122,46.0409268293,46.7274634146,47.3813170732,48.0148292683,48.6373658537,49.2705121951,49.9388536585,50.6492926829,51.3934634146,52.1527073171,52.8837073171,53.5312926829,54.0581219512,54.4456341463,54.7004390244,54.8522682927,54.9490731707,55.0516097561,55.202804878,55.4220243902,55.7093414634,56.0470731707,56.399195122,56.7384634146,57.0559268293,57.3519512195,57.6308536585,57.9062926829,58.1895121951,58.4848780488,58.7957804878,59.1247560976,59.468902439,59.8253170732,60.1925365854,60.5666097561,60.9445609756,61.323902439,61.7011707317,62.073902439
Paraguay,PRY,63.6422195122,63.8663414634,64.0785365854,64.2727804878,64.4470487805,64.6032682927,64.7502926829,64.8986097561,65.0556585366,65.2214634146,65.3941219512,65.5677317073,65.734902439,65.8907317073,66.0327804878,66.1625121951,66.2814146341,66.393902439,66.5048780488,66.6158292683,66.7257317073,66.8340731707,66.9393902439,67.042195122,67.1454634146,67.2522439024,67.3690487805,67.4988780488,67.6427560976,67.8011707317,67.9726097561,68.1505365854,68.3314634146,68.5123658537,68.6937560976,68.8802195122,69.079804878,69.2955609756,69.5309756098,69.7825365854,70.045195122,70.3093414634,70.5663902439,70.809804878,71.0385609756,71.2526585366,71.4571707317,71.6586585366,71.8617073171,72.0683170732
Peru,PER,47.6432439024,48.1867560976,48.7038780488,49.194097561,49.665902439,50.1412439024,50.6550243902,51.2297073171,51.8782195122,52.5965365854,53.368195122,54.1637073171,54.9481463415,55.6955365854,56.3939512195,57.0433658537,57.6527804878,58.2421707317,58.8300243902,59.4203658537,60.016195122,60.618,61.2188292683,61.8131707317,62.3980487805,62.9690487805,63.5216585366,64.0544390244,64.5678536585,65.0643902439,65.5495121951,66.0281707317,66.508804878,66.9933902439,67.4853902439,67.9847804878,68.492097561,69.0008780488,69.5046341463,69.9989268293,70.4762682927,70.9307073171,71.3592439024,71.7593902439,72.1286829268,72.4666097561,72.772195122,73.0503902439,73.3057073171,73.5430731707
Philippines,PHL,57.81,58.1193658537,58.4254634146,58.7292195122,59.0301707317,59.3278292683,59.6217804878,59.910097561,60.1933902439,60.4707073171,60.7420731707,61.0070243902,61.2660243902,61.5205609756,61.7701219512,62.0152439024,62.2548780488,62.4905609756,62.7212682927,62.9474878049,63.1697317073,63.387,63.599804878,63.8091219512,64.0134634146,64.2143414634,64.4112195122,64.6036097561,64.7925365854,64.9779512195,65.1593902439,65.3373658537,65.5123658537,65.6843902439,65.8529512195,66.0185365854,66.1806341463,66.3397560976,66.4953902439,66.6480243902,66.7951463415,66.9342439024,67.063804878,67.1893658537,67.3139512195,67.4471463415,67.6,67.780097561,67.9889268293,68.2255121951
Poland,POL,67.6804878049,67.7780487805,67.4268292683,68.3756097561,68.6292682927,69.4292682927,69.8268292683,69.4243902439,70.2195121951,69.7195121951,69.8682926829,69.612195122,70.6658536585,70.6634146341,71.1170731707,70.5609756098,70.656097561,70.4024390244,70.3512195122,70.7512195122,70.0975609756,71.0512195122,71.1024390244,71,70.8,70.5487804878,70.8487804878,70.8975609756,71.3317073171,71.043902439,70.8902439024,70.587804878,71.0902439024,71.5951219512,71.6951219512,71.8926829268,72.2463414634,72.6463414634,72.9975609756,73.043902439,73.7487804878,74.2,74.4975609756,74.5975609756,74.8463414634,74.9951219512,75.143902439,75.243902439,75.543902439,75.6951219512
Portugal,PRT,63.0365853659,63.4655609756,63.8908780488,64.3105609756,64.723195122,65.1288536585,65.5266829268,65.9187804878,66.3066341463,66.6917317073,67.0731707317,66.7707317073,68.3243902439,67.5243902439,68.0195121951,68.3097560976,68.8609756098,70.012195122,70.3170731707,71.1682926829,71.2146341463,71.6146341463,72.4146341463,72.2658536585,72.5146341463,72.8146341463,73.2658536585,73.6658536585,73.7146341463,74.2658536585,73.9658536585,74.0146341463,74.312195122,74.512195122,74.9146341463,75.312195122,75.2609756098,75.412195122,75.712195122,75.9634146341,76.3146341463,76.8146341463,77.0658536585,77.2195121951,77.6707317073,78.0707317073,78.4195121951,78.3219512195,78.5243902439,78.7268292683
Puerto Rico,PRI,68.930902439,69.1459512195,69.3397317073,69.5408292683,69.771195122,70.0392195122,70.345195122,70.668,70.9915365854,71.3113414634,71.6235853659,71.9269512195,72.2211707317,72.5028780488,72.7680731707,73.0092682927,73.2213902439,73.4002439024,73.5490731707,73.6707073171,73.7759268293,73.877,73.9843658537,74.1015121951,74.2259756098,74.3442926829,74.4375121951,74.489902439,74.4967073171,74.4636829268,74.3985853659,74.3151463415,74.2374878049,74.1916585366,74.1976829268,74.2885853659,74.4918292683,74.8102195122,75.2295121951,75.731,76.6892682927,77.0668292683,77.7604878049,78.0712195122,78.1758536585,78.296097561,78.4163414634,78.4258536585,78.5589268293,78.8069756098
Qatar,QAT,59.756902439,60.4215365854,61.0786585366,61.7257804878,62.3633902439,62.9949756098,63.6235609756,64.2536341463,64.8857317073,65.5183414634,66.1484390244,66.7710487805,67.3811219512,67.9721707317,68.5381707317,69.0741463415,69.5755609756,70.0424390244,70.4762926829,70.878097561,71.2498780488,71.5961463415,71.9208780488,72.229097561,72.525804878,72.813,73.0916829268,73.3628536585,73.6245121951,73.8801463415,74.1287804878,74.3713902439,74.6084878049,74.8385853659,75.0631463415,75.2827317073,75.495804878,75.7043902439,75.9079756098,76.1070731707,76.303195122,76.4963902439,76.6876341463,76.8763902439,77.0636097561,77.2476829268,77.4284878049,77.6044390244,77.7745121951,77.939195122
Romania,ROU,65.7178780488,66.2206341463,66.6350487805,66.9541219512,67.183902439,67.3455609756,67.472804878,67.601804878,67.7581707317,67.9524390244,68.1825853659,68.5041463415,68.4702439024,69.0056097561,69.4997560976,69.613902439,69.6987804878,69.7419512195,69.4804878049,69.1531707317,69.0909756098,69.3682926829,69.5317073171,69.7263414634,69.6587804878,69.7068292683,69.4963414634,69.2268292683,69.3880487805,69.5307317073,69.7412195122,69.7843902439,69.7843902439,69.5634146341,69.5097560976,69.456097561,69.1048780488,69.0048780488,69.8073170732,70.512195122,71.1634146341,71.1609756098,71.0097560976,71.3097560976,71.5942756098,71.878895122,72.1634146341,72.5658536585,72.5658536585,73.3097560976
Russian Federation,RUS,67.4099268293,67.8127073171,68.1415121951,68.3854634146,68.5416097561,68.6180243902,68.6316585366,68.6064634146,68.5628780488,68.5098536585,68.1336585366,68.3765853659,68.3085365854,68.2946341463,68.3202439024,67.723902439,67.4875609756,67.3763414634,67.3909756098,67.1143902439,67.033902439,67.263902439,67.806097561,67.6526829268,67.2026829268,67.8568292683,69.3897560976,69.44,69.4643902439,69.1717073171,68.9024390244,68.4743902439,66.8731707317,64.9358536585,64.4670731707,65.2212195122,66.1941463415,66.9507317073,66.783902439,66.0436585366,65.3414634146,65.487804878,65.0853658537,65.0075609756,65.4212195122,65.47,66.6431707317,67.4975609756,67.8487804878,68.6048780488
Rwanda,RWA,42.224902439,42.5193658537,42.803804878,43.0752439024,43.3286585366,43.5580731707,43.7564634146,43.9233658537,44.0632926829,44.1827560976,44.2832926829,44.367902439,44.4476341463,44.5419268293,44.671804878,44.897195122,45.2865609756,45.8508536585,46.5635609756,47.3656585366,48.2001463415,49.002097561,49.6565365854,50.0319756098,50.0053902439,49.2796585366,47.5376097561,44.766195122,41.1419756098,36.9656097561,32.8269756098,29.4400487805,27.3345853659,26.8187073171,27.9363414634,30.4731707317,33.975804878,37.764195122,41.2739268293,44.234804878,46.5102195122,48.1367073171,49.3775853659,50.449097561,51.3964146341,52.2476341463,53.0063902439,53.6597317073,54.206195122,54.665804878
Samoa,WSM,49.9695121951,50.4695121951,50.9695121951,51.4695121951,51.9695121951,52.4695121951,52.9695121951,53.4695121951,53.9695121951,54.4695121951,54.9695121951,55.4695121951,55.9695121951,56.4695121951,56.9695121951,57.4695121951,57.9695121951,58.4695121951,58.9695121951,59.4695121951,59.9695121951,60.4685121951,60.9665121951,61.4645121951,61.9625121951,62.463,62.969,63.4809756098,63.9989512195,64.5194146341,65.0404146341,65.5589512195,66.0700243902,66.5691463415,67.051804878,67.5150243902,67.9542682927,68.3705365854,68.764804878,69.1370487805,69.487804878,69.8200731707,70.1358292683,70.4396097561,70.7323902439,71.0157073171,71.2905365854,71.5563658537,71.8137073171,72.0635609756
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1195121951,79.4731707317,80.1731707317,80.5243902439,80.6195121951,80.9731707317,81.1195121951,81.2195121951,81.7219512195,81.9756097561,82.1804878049,82.506097561,82.8317073171,82.9955432373
Sao Tome and Principe,STP,50.4869756098,51.0757560976,51.6565853659,52.2224390244,52.7668536585,53.2827804878,53.7661463415,54.2194390244,54.649195122,55.0609756098,55.4714634146,55.8963658537,56.3463170732,56.820804878,57.311804878,57.8001219512,58.2605365854,58.6682926829,59.0096829268,59.281097561,59.4880243902,59.644,59.772195122,59.8947317073,60.021195122,60.1581219512,60.3070243902,60.4598780488,60.6122195122,60.764,60.9157560976,61.0669756098,61.2176341463,61.3667317073,61.5152682927,61.6612439024,61.8036341463,61.9429756098,62.0802682927,62.2175365854,62.3577804878,62.5045365854,62.6613170732,62.8296097561,63.0109268293,63.2062682927,63.4161219512,63.6389512195,63.8697560976,64.1075365854
Saudi Arabia,SAU,44.8748780488,45.4835365854,46.1121707317,46.7667560976,47.4528292683,48.1773658537,48.9463658537,49.7578536585,50.610902439,51.5030487805,52.4329268293,53.4006829268,54.3988292683,55.4173902439,56.4452682927,57.4718292683,58.4888536585,59.4896829268,60.4641463415,61.4031707317,62.2977073171,63.1418292683,63.9366341463,64.6837560976,65.3832439024,66.037195122,66.6506341463,67.2295609756,67.7765121951,68.292,68.7704878049,69.2054878049,69.5909512195,69.9278780488,70.2197804878,70.4726829268,70.6956097561,70.8991219512,71.0942682927,71.2890731707,71.492097561,71.7079512195,71.9351219512,72.1710243902,72.4151219512,72.6647804878,72.9158292683,73.1631219512,73.4020731707,73.6321707317
Senegal,SEN,38.933,39.0632682927,39.1810487805,39.2948292683,39.4161219512,39.5534146341,39.7147317073,39.9055365854,40.1353658537,40.412195122,40.7495365854,41.1554146341,41.6312926829,42.1732195122,42.7781463415,43.4430731707,44.1640243902,44.9289756098,45.721902439,46.5268292683,47.3332682927,48.1312195122,48.9146829268,49.6721707317,50.389195122,51.0477317073,51.6332682927,52.1423170732,52.5778292683,52.9438536585,53.2483414634,53.501804878,53.7242439024,53.9326829268,54.1421219512,54.3630731707,54.6045365854,54.8635365854,55.1385609756,55.4311219512,55.7392439024,56.0584390244,56.3826585366,56.7074146341,57.0291707317,57.3493414634,57.6678780488,57.9872195122,58.3093658537,58.6323170732
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.487804878,,,,,,72.0390243902,,,72.1365853659,72.1853658537,72.2853658537,72.4365853659,72.5829268293,72.6341463415,73.1551219512,73.3829268293,73.6365853659,73.6853658537
Seychelles,SYC,,,,,,,,,,,,,,,,,,,,,,,68.6829268293,,,,,69.7319512195,,,,,70.6707317073,,,,,71.4146341463,,,,,72.9536585366,71.0292682927,72.6097560976,72.1317073171,72.2170731707,73.1926829268,73.1634146341,73.0341463415
Sierra Leone,SLE,31.4612195122,31.7149512195,31.9848292683,32.2758292683,32.5924146341,32.938,33.3124878049,33.7167804878,34.1538536585,34.6286585366,35.152195122,35.7394878049,36.3916097561,37.1046829268,37.8687804878,38.6890487805,39.574195122,40.5012439024,41.4286585366,42.3038536585,43.0436585366,43.5598292683,43.8061463415,43.7664146341,43.4455853659,42.8720731707,42.095902439,41.2107560976,40.3103414634,39.4623414634,38.7214634146,38.1223902439,37.6632439024,37.3456341463,37.1876097561,37.2087073171,37.4188780488,37.7990243902,38.3254878049,38.9746829268,39.7315853659,40.5776829268,41.4894390244,42.4307804878,43.3686097561,44.2602439024,45.0730243902,45.7958780488,46.4252682927,46.9576829268
