direccion_completa,lat,long,estado,horas,nombre,fecha
"Castañón 3297, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6616348","-58.435783000000015","hay-luz",\N,"Villa Soldati","2013-12-28 18:20:52"
"Vidal 1627, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5683845","-58.456728699999985","hay-luz",\N,"Belgrano","2013-12-28 18:20:55"
"Aguirre 202, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6001866","-58.4333072","corte-amplio","96","Villa Crespo","2013-12-28 18:20:57"
"Irigoyen 1960, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6230124","-58.52352020000001","corte-amplio","144","Villa Real","2013-12-28 18:21:03"
"Don Bosco 3880, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.61312059999999","-58.42031280000003","corte-cuadra","25","Almagro","2013-12-28 18:21:16"
"Chacabuco, Banfield, Buenos Aires, Argentina","-34.7462425","-58.389213600000005","hay-luz",\N,"Lomas de Zamora","2013-12-28 18:21:19"
"Nicaragua 4405, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5896914","-58.42324559999997","corte-amplio","48","Palermo","2013-12-28 18:21:27"
"Dr. Reinecke, Victoria, Buenos Aires, Argentina","-34.4466476","-58.5381127","corte-cuadra","2","San Fernando","2013-12-28 18:21:36"
"Catamarca 809, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6192415","-58.40501119999999","corte-amplio","72","San Cristóbal","2013-12-28 18:21:37"
"Castro Barros 699, Banfield, Buenos Aires, Argentina","-34.7390767","-58.38394340000002","corte-amplio","6","Lomas de Zamora","2013-12-28 18:21:41"
"Dean Funes 246, Monte Grande, Buenos Aires, Argentina","-34.8061344","-58.47997780000003","hay-luz",\N,"Esteban Echeverría","2013-12-28 18:21:46"
"Matheu 29, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6101204","-58.400461800000016","hay-luz",\N,"Balvanera","2013-12-28 18:22:00"
"Arenales 3509, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.58623","-58.4123568","hay-luz",\N,"Palermo","2013-12-28 18:22:12"
"Baldomero Fernández Moreno, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6379662","-58.45885850000002","corte-amplio","18","Flores","2013-12-28 18:22:25"
"Nicasio Oroño 2069, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6027689","-58.46116619999998","corte-amplio","36","Paternal","2013-12-28 18:22:33"
"Gral. Bernardo O Higgins, Hurlingham, Buenos Aires, Argentina","-34.5918198","-58.62706760000003","hay-luz",\N,"Hurlingham","2013-12-28 18:22:45"
"Patricios, Vicente López, Buenos Aires, Argentina","-34.5186501","-58.4819756","hay-luz",\N,"Vicente López","2013-12-28 18:22:47"
"Martín J. Haedo 1223, Vicente López, Buenos Aires, Argentina","-34.5274106","-58.47756429999998","hay-luz",\N,"Vicente López","2013-12-28 18:22:59"
"Gelly 3434, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5765626","-58.405414199999996","corte-cuadra","12","Palermo","2013-12-28 18:23:02"
"Av Avellaneda 4580, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.63309","-58.48997629999997","corte-cuadra","24","Vélez Sársfield","2013-12-28 18:23:11"
"Gral. Martín de Gainza, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6147766","-58.446567500000015","corte-cuadra","72","Caballito","2013-12-28 18:23:18"
"Gral. José María Paz 148, Adrogué, Buenos Aires, Argentina","-34.8087168","-58.39928520000001","hay-luz",\N,"Almirante Brown","2013-12-28 18:23:22"
"Río Negro 544, El Palomar, Buenos Aires, Argentina","-34.6080421","-58.58876499999997","corte-amplio","72","Morón","2013-12-28 18:23:29"
"Cuenca 1516, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6163327","-58.482990700000016","hay-luz",\N,"Villa Santa Rita","2013-12-28 18:23:44"
"El Indio 852, Villa Adelina, Buenos Aires, Argentina","-34.5155087","-58.537684600000034","corte-amplio","18","San Isidro","2013-12-28 18:23:45"
"Baigorria 3233, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6049541","-58.49312980000002","corte-amplio","120","Villa del Parque","2013-12-28 18:23:46"
"Cnel. Olleros 100, Lomas del Mirador, Buenos Aires, Argentina","-34.6739998","-58.53009829999996","hay-luz",\N,"La Matanza","2013-12-28 18:23:58"
"Río de Janeiro, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6087265","-58.43047330000002","hay-luz",\N,"Almagro","2013-12-28 18:24:17"
"Av Chivilcoy 3280, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6039089","-58.50819230000002","hay-luz",\N,"Villa Devoto","2013-12-28 18:24:29"
"Gral. Munilla, Castelar, Buenos Aires, Argentina","-34.6416359","-58.64081190000002","hay-luz",\N,"Morón","2013-12-28 18:24:34"
"Callao 2238, Valentín Alsina, Buenos Aires, Argentina","-34.680705","-58.407956799999965","corte-amplio","15","Lanús","2013-12-28 18:24:49"
"French 3106, Victoria, Buenos Aires, Argentina","-34.4621411","-58.55627079999999","hay-luz",\N,"San Fernando","2013-12-28 18:25:05"
"Arroyo 897, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.59144089999999","-58.38008960000002","hay-luz",\N,"Retiro","2013-12-28 18:25:14"
"Bulnes 1316, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.596482","-58.41696539999998","hay-luz",\N,"Palermo","2013-12-28 18:25:14"
"Conesa 1465, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5707431","-58.456095000000005","hay-luz",\N,"Colegiales","2013-12-28 18:25:15"
"Agente Ceferino García, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6104546","-58.484951000000024","corte-amplio","72","Villa Santa Rita","2013-12-28 18:25:24"
"Guayaquil, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6201973","-58.43415070000003","hay-luz",\N,"Caballito","2013-12-28 18:25:35"
"Gral. Venancio Flores 55, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6138208","-58.43133769999997","hay-luz",\N,"Caballito","2013-12-28 18:25:42"
"Gral. Las Heras 2235, Monte Grande, Buenos Aires, Argentina","-34.8355434","-58.4518496","hay-luz",\N,"Esteban Echeverría","2013-12-28 18:25:51"
"Calle 140, Berazategui, Buenos Aires, Argentina","-34.76815029999999","-58.21615220000001","hay-luz",\N,"Berazategui","2013-12-28 18:26:06"
"Iturri 321, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.593123","-58.4543395","hay-luz",\N,"Chacarita","2013-12-28 18:26:06"
"Lomas de Zamora, Buenos Aires, Argentina","-34.76118230000001","-58.43024760000003","hay-luz",\N,"Lomas de Zamora","2013-12-28 18:26:07"
"Gral. Pedernera 796, Ciudad Madero, Buenos Aires, Argentina","-34.6864744","-58.50523770000001","hay-luz",\N,"La Matanza","2013-12-28 18:26:08"
"Av Independencia 1400, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6178658","-58.3858553","corte-cuadra","48","Constitución","2013-12-28 18:26:19"
"Yerbal, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6298485","-58.4717751","corte-cuadra","12","Flores","2013-12-28 18:26:21"
"Av Chivilcoy 3280, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6039089","-58.50819230000002","hay-luz",\N,"Villa Devoto","2013-12-28 18:26:31"
"Morón 4000, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6276253","-58.48596029999999","corte-amplio","192","Floresta","2013-12-28 18:26:42"
"Independencia 1300, Ciudadela, Buenos Aires, Argentina","-34.651315","-58.53247049999999","corte-amplio","1","Tres de Febrero","2013-12-28 18:27:05"
"Tronador 3152, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5624168","-58.4796556","corte-cuadra","18","Coghlan","2013-12-28 18:27:30"
"Mendoza 1543, Piñeiro, Buenos Aires, Argentina","-34.671026","-58.38726539999999","corte-amplio","20","Avellaneda","2013-12-28 18:27:32"
"De Las Artes, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6330299","-58.43919370000003","hay-luz",\N,"Parque Chacabuco","2013-12-28 18:27:42"
"Av Alvarez Jonte, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6150322","-58.49682619999999","hay-luz",\N,"Monte Castro","2013-12-28 18:27:43"
"Av Cabildo 3167, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.55298760000001","-58.46490460000001","hay-luz",\N,"Núñez","2013-12-28 18:27:45"
"E. Kant, Temperley, Buenos Aires, Argentina","-34.7646675","-58.36280439999996","hay-luz",\N,"Lomas de Zamora","2013-12-28 18:27:52"
"Av Rivadavia 8639, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6346834","-58.48539019999998","hay-luz",\N,"Vélez Sársfield","2013-12-28 18:28:04"
"Pergamino 670, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6398531","-58.47113779999995","corte-cuadra","4","Parque Avellaneda","2013-12-28 18:28:08"
"Tinogasta 4551, Gregorio de Laferrere, Buenos Aires, Argentina","-34.7460858","-58.61342300000001","corte-amplio","120","La Matanza","2013-12-28 18:28:08"
"Ecuador, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6006575","-58.40662639999999","corte-amplio","96","Balvanera","2013-12-28 18:28:45"
"Ariel 2530, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6154582","-58.47148340000001","corte-amplio","15","Villa Gral. Mitre","2013-12-28 18:28:49"
"Dr. Horacio Casco, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6625938","-58.4772911","hay-luz",\N,"Villa Lugano","2013-12-28 18:28:54"
"Humboldt 1493, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5865008","-58.43723510000001","hay-luz",\N,"Palermo","2013-12-28 18:29:01"
"Arenales 2547, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5931113","-58.40239170000001","hay-luz",\N,"Recoleta","2013-12-28 18:29:04"
"Cuenca 1862, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6128371","-58.485759400000006","hay-luz",\N,"Villa Santa Rita","2013-12-28 18:29:10"
"Aristóbulo del Valle 285, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6322309","-58.35878229999997","hay-luz",\N,"Boca","2013-12-28 18:29:23"
"Potosí 1778, Hurlingham, Buenos Aires, Argentina","-34.5920611","-58.640294600000004","hay-luz",\N,"Hurlingham","2013-12-28 18:29:30"
"Valentín Gómez 2845, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6054716","-58.406272100000024","hay-luz",\N,"Balvanera","2013-12-28 18:29:38"
"Chile 1100, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6165038","-58.381565799999976","corte-cuadra","30","Monserrat","2013-12-28 18:29:52"
"Franklin D. Roosevelt 1920, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5548239","-58.45629120000001","corte-amplio","8","Belgrano","2013-12-28 18:30:19"
"Av Santa Fe 5235, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.575729","-58.43371590000004","hay-luz",\N,"Palermo","2013-12-28 18:30:19"
"San Martín, Buenos Aires, Argentina","-34.57595060000001","-58.5372696","hay-luz",\N,"General San Martín","2013-12-28 18:30:22"
"11 de Septiembre de 1888 4599, Buenos Aires, Argentina","-34.5381195","-58.46692949999999","hay-luz",\N,"Núñez","2013-12-28 18:30:23"
"Miranda 5000, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6222556","-58.50585380000001","corte-amplio","52","Monte Castro","2013-12-28 18:30:31"
"Palermo - Buenos Aires, Argentina","-34.5888889","-58.43055559999999","hay-luz",\N,"Palermo","2013-12-28 18:30:42"
"República Árabe Siria, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5807991","-58.4135857","hay-luz",\N,"Palermo","2013-12-28 18:30:56"
"Dr. Rómulo Naón, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5618373","-58.47746689999997","hay-luz",\N,"Coghlan","2013-12-28 18:31:05"
"República de la India, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5783081","-58.414806399999975","hay-luz",\N,"Palermo","2013-12-28 18:31:08"
"Camargo 1072, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5957948","-58.44528530000002","corte-cuadra","120","Villa Crespo","2013-12-28 18:31:16"
"Cosme Argerich, Haedo, Buenos Aires, Argentina","-34.639122","-58.5869141","hay-luz",\N,"Morón","2013-12-28 18:31:16"
"Godoy Cruz 3046, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5750294","-58.42206329999999","hay-luz",\N,"Palermo","2013-12-28 18:31:17"
"Mendoza 1774, Piñeiro, Buenos Aires, Argentina","-34.6728631","-58.38946299999998","hay-luz",\N,"Avellaneda","2013-12-28 18:31:17"
"Calle 1282, Ingeniero Allan, Buenos Aires, Argentina","-34.863945","-58.18619159999997","hay-luz",\N,"Florencio Varela","2013-12-28 18:31:30"
"Franklin D. Roosevelt 1920, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5548239","-58.45629120000001","corte-amplio","8","Belgrano","2013-12-28 18:31:31"
"Baldomero Fernández Moreno, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6379662","-58.45885850000002","corte-amplio","20","Flores","2013-12-28 18:31:37"
"Av Rivadavia 8639, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6346834","-58.48539019999998","hay-luz",\N,"Vélez Sársfield","2013-12-28 18:31:42"
"Av Cerviño, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5781021","-58.41467290000003","hay-luz",\N,"Palermo","2013-12-28 18:31:42"
"Ernesto A. Bavio 3130, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5474322","-58.45165209999999","hay-luz",\N,"Belgrano","2013-12-28 18:31:59"
"Riglos 600, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.626004","-58.436173","corte-cuadra","22","Caballito","2013-12-28 18:32:04"
"Lafinur, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.578846","-58.41331479999997","hay-luz",\N,"Palermo","2013-12-28 18:32:08"
"Balcarce 50, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6082913","-58.37083670000004","hay-luz",\N,"Monserrat","2013-12-28 18:32:37"
"Juan Francisco Seguí, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5783883","-58.41063399999996","hay-luz",\N,"Palermo","2013-12-28 18:32:43"
"Pringles 1134, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5987726","-58.426592400000004","hay-luz",\N,"Almagro","2013-12-28 18:32:45"
"Montiel 182, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6413973","-58.52628649999997","corte-cuadra","8","Liniers","2013-12-28 18:32:54"
"Cabello, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5809135","-58.4100914","hay-luz",\N,"Palermo","2013-12-28 18:32:56"
"Ugarteche, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5803947","-58.41181180000001","hay-luz",\N,"Palermo","2013-12-28 18:33:06"
"Vilela 2300, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5454604","-58.46921929999996","corte-cuadra","9","Núñez","2013-12-28 18:33:10"
"Villa Ballester, Buenos Aires, Argentina","-34.5492357","-58.55881950000003","hay-luz",\N,"General San Martín","2013-12-28 18:33:13"
"Calle 821, Quilmes Oeste, Buenos Aires, Argentina","-34.7644272","-58.32263190000003","corte-amplio","12","Quilmes","2013-12-28 18:33:24"
"Malabia 2090, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5878456","-58.422637099999974","corte-cuadra","48","Palermo","2013-12-28 18:33:27"
"Pje Tupiza, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5782776","-58.41296390000002","hay-luz",\N,"Palermo","2013-12-28 18:33:32"
"San Lorenzo 1400, Martín Coronado, Buenos Aires, Argentina","-34.5842502","-58.5849657","hay-luz",\N,"Tres de Febrero","2013-12-28 18:33:40"
"Corvalán 1100, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6486724","-58.49707390000003","hay-luz",\N,"Mataderos","2013-12-28 18:33:41"
"Pedro Morán 3567, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.598233","-58.5051742","corte-amplio","48","Villa Devoto","2013-12-28 18:33:48"
"Terrada, Buenos Aires, Argentina","-34.6018906","-58.48782729999999","hay-luz",\N,"Villa del Parque","2013-12-28 18:33:51"
"Basualdo 1071, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6480401","-58.4946066","hay-luz",\N,"Mataderos","2013-12-28 18:33:52"
"Azcuénaga 1049, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5959944","-58.399951699999974","hay-luz",\N,"Recoleta","2013-12-28 18:33:54"
"Senillosa, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6283798","-58.427867900000024","hay-luz",\N,"Parque Chacabuco","2013-12-28 18:34:11"
"El Salvador 4743, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5890593","-58.42760770000001","hay-luz",\N,"Palermo","2013-12-28 18:34:13"
"Thames 2290, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5831268","-58.42415699999998","hay-luz",\N,"Palermo","2013-12-28 18:34:53"
"Av Cnel. Ramón L. Falcon 4188, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6362579","-58.48603939999998","corte-cuadra","72","Vélez Sársfield","2013-12-28 18:35:01"
"Agustín Méndez, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5626602","-58.427490199999966","hay-luz",\N,"Palermo","2013-12-28 18:35:13"
"Guardia Vieja, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6006851","-58.42059330000001","hay-luz",\N,"Almagro","2013-12-28 18:35:25"
"Int. Pinedo, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5635643","-58.42436220000002","hay-luz",\N,"Palermo","2013-12-28 18:35:26"
"Argerich 900, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.622639","-58.4751483","corte-amplio","190","Flores","2013-12-28 18:35:26"
"Cristóbal M. Hicken, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6668053","-58.483654","hay-luz",\N,"Villa Lugano","2013-12-28 18:35:29"
"Av Dorrego, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5776091","-58.43875760000003","hay-luz",\N,"Palermo","2013-12-28 18:35:44"
"Marcos Sastre 5900, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6252058","-58.52141900000004","corte-amplio","40","Versalles","2013-12-28 18:36:08"
"Lavalleja 520, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6007233","-58.43417959999999","corte-amplio","72","Villa Crespo","2013-12-28 18:36:09"
"Combate de Los Pozos, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6216087","-58.39310840000002","corte-cuadra","20","San Cristóbal","2013-12-28 18:36:10"
"Igualdad 1130, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6318403","-58.4335974","hay-luz",\N,"Parque Chacabuco","2013-12-28 18:36:15"
"Río de Janeiro, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6087265","-58.43047330000002","corte-cuadra","24","Almagro","2013-12-28 18:36:17"
"Av Cnel. Ramón L. Falcon 4186, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.636249","-58.48600099999999","corte-cuadra","72","Vélez Sársfield","2013-12-28 18:36:17"
"Dr. Amadeo Sabattini 4512, Caseros, Buenos Aires, Argentina","-34.6024837","-58.5588654","hay-luz",\N,"Tres de Febrero","2013-12-28 18:36:17"
"Caracas 2460, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6042144","-58.476498900000024","corte-amplio","80","Villa del Parque","2013-12-28 18:36:27"
"Recoleta - Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5905556","-58.39055559999997","hay-luz",\N,"Recoleta","2013-12-28 18:36:31"
"Zapiola 2769, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.559972","-58.468224299999974","hay-luz",\N,"Belgrano","2013-12-28 18:36:41"
"Lambaré 941, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6033106","-58.43028449999997","corte-amplio","24","Almagro","2013-12-28 18:36:42"
"Retiro - Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5947222","-58.37583330000001","hay-luz",\N,"Retiro","2013-12-28 18:36:47"
"Ramos Mejía, Buenos Aires, Argentina","-34.6549073","-58.553635499999984","corte-cuadra","11","La Matanza","2013-12-28 18:37:00"
"Gral. Martín de Gainza, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6147766","-58.446567500000015","corte-cuadra","72","Caballito","2013-12-28 18:37:08"
"Arregui 3639, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6105102","-58.494683399999985","corte-cuadra","48","Villa del Parque","2013-12-28 18:37:11"
"Av Cnel. Ramón L. Falcon 4182, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6362313","-58.4859242","corte-cuadra","72","Vélez Sársfield","2013-12-28 18:37:12"
"Güemes 4032, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5858545","-58.4177962","hay-luz",\N,"Palermo","2013-12-28 18:37:18"
"Lambaré 999, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.602284","-58.43012969999995","hay-luz",\N,"Almagro","2013-12-28 18:37:19"
"Federico García Lorca 77, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6208432","-58.44479009999998","corte-cuadra","72","Caballito","2013-12-28 18:37:30"
"Fray Cayetano Rodríguez 250, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6267238","-58.46359410000002","corte-cuadra","36","Flores","2013-12-28 18:37:34"
"Av Pueyrredón 1100, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5975469","-58.403432599999974","hay-luz",\N,"Recoleta","2013-12-28 18:37:37"
"Fragata Pres. Sarmiento 1568, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6068941","-58.45834430000002","corte-amplio","29","Caballito","2013-12-28 18:37:40"
"Correa 3023, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5459605","-58.47873670000001","corte-cuadra","6","Saavedra","2013-12-28 18:37:42"
"9 de Julio 1196, Monte Grande, Buenos Aires, Argentina","-34.7995238","-58.472412599999984","hay-luz",\N,"Esteban Echeverría","2013-12-28 18:37:51"
"Av Cnel. Ramón L. Falcon 4158, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6361246","-58.48546369999997","corte-cuadra","72","Vélez Sársfield","2013-12-28 18:38:04"
"Cnel. Thorne 701, Ciudad Madero, Buenos Aires, Argentina","-34.6907255","-58.500079700000015","hay-luz",\N,"La Matanza","2013-12-28 18:38:30"
"Arregui 3639, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6105102","-58.494683399999985","corte-cuadra","48","Villa del Parque","2013-12-28 18:38:37"
"Av Francisco Beiro, Buenos Aires, Argentina","-34.6035767","-58.50812530000002","hay-luz",\N,"Villa Devoto","2013-12-28 18:38:40"
"Humberto Primo, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6215553","-58.391563399999995","hay-luz",\N,"San Cristóbal","2013-12-28 18:38:41"
"Av Cnel. Ramón L. Falcon 4172, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6361868","-58.485732299999995","corte-cuadra","72","Vélez Sársfield","2013-12-28 18:38:51"
"Av Santa Fe 5073, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5767404","-58.43116889999999","hay-luz",\N,"Palermo","2013-12-28 18:39:01"
"Av Cnel. Ramón L. Falcon 4176, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6362046","-58.48580909999998","corte-cuadra","72","Vélez Sársfield","2013-12-28 18:39:30"
"Santos Lugares, Buenos Aires, Argentina","-34.5990645","-58.54673439999999","corte-amplio","7","Tres de Febrero","2013-12-28 18:39:44"
"Tres Arroyos 3762, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6232438","-58.485723199999995","hay-luz",\N,"Floresta","2013-12-28 18:39:44"
"Caxaraville, Ciudadela, Buenos Aires, Argentina","-34.6436615","-58.539253299999984","hay-luz",\N,"Tres de Febrero","2013-12-28 18:39:55"
"Florida 364, Ezeiza, Buenos Aires, Argentina","-34.84692","-58.53188660000001","hay-luz",\N,"Ezeiza","2013-12-28 18:40:00"
"Joaquín V. González, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6114388","-58.49815749999999","corte-amplio","80","Villa del Parque","2013-12-28 18:40:19"
"Yerbal 1006, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.620612","-58.4449563","hay-luz",\N,"Caballito","2013-12-28 18:40:21"
"Av Lacarra 108, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6364036","-58.48613690000002","corte-cuadra","72","Vélez Sársfield","2013-12-28 18:40:26"
"Charlone 109, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5847585","-58.447025999999994","corte-cuadra","48","Chacarita","2013-12-28 18:40:26"
"Av Monroe 3600, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5654737","-58.47134999999997","hay-luz",\N,"Belgrano","2013-12-28 18:40:34"
"Paraguay 2954, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5958913","-58.409072700000024","hay-luz",\N,"Recoleta","2013-12-28 18:40:38"
"Av Rivadavia 6015, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6239994","-58.44990059999998","corte-cuadra","72","Caballito","2013-12-28 18:40:49"
"Báez 545, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5706043","-58.433620899999994","hay-luz",\N,"Palermo","2013-12-28 18:40:49"
"Florida 364, Ezeiza, Buenos Aires, Argentina","-34.84692","-58.53188660000001","hay-luz",\N,"Ezeiza","2013-12-28 18:40:54"
"Alvarez Jonte, Ramos Mejía, Buenos Aires, Argentina","-34.6395912","-58.56759260000001","hay-luz",\N,"La Matanza","2013-12-28 18:40:57"
"City Bell, Buenos Aires, Argentina","-34.8799858","-58.06002430000001","hay-luz",\N,"La Plata","2013-12-28 18:41:05"
"Av Lacarra 110, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.636436","-58.486095699999964","corte-cuadra","72","Vélez Sársfield","2013-12-28 18:41:19"
"25 de Mayo, Avellaneda, Buenos Aires, Argentina","-34.6599277","-58.36217859999999","hay-luz",\N,"Avellaneda","2013-12-28 18:41:34"
